,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Street frontage width,Number of frontages,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Elevator,Accessible for disabled people,Intercom,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Outdoor parking spaces,Garden surface,Garden orientation,Conformity certification for fuel tanks,Covered parking spaces,Terrace surface,Planning permission obtained,Agent's name,Garden,Terrace,E-level (overall energy performance),Neighbourhood or locality,Attic surface,Bedroom 4 surface,Bedroom 5 surface,Basement surface,Professional space surface,Secure access / alarm,Living room,How many fireplaces?,Dressing room,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Obligation to build,Terrace orientation,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Maximum duration of annuity,Monthly charges,Number of annexes,Percentage rented,Property name,EPC description,Extra information,Age of annuitant
9940686,9940686,house,mansion,290000,forsale,5001,m,semiequipped,1908,torenovate,gas,478,4,568,true,true,,,,,1,3,,Namur,After signing the deed,,1908,To renovate,,4,,,190m²square meters,,Yes,Semi equipped,12m²square meters,4,22m²square meters,18m²square meters,10m²square meters,1,,2,,No,,,No,568m²square meters,,,,,,,,,478 kWh/m²kilowatt hour per square meters,F,20220517030867,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 290,000290000 €","€ 1,1521152 €",No,Avenue Général Mellier 20 5030- Gembloux,http://www.om-immo.be,spir2178,Namur,3,,South West,No,1,,Yes,,Yes,,,,20m²square meters,19m²square meters,,40m²square meters,,,Yes,,No,,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
9987465,9987465,house,house,299000,forsale,5004,m,hyperequipped,,good,gas,247,3,203,,true,,true,,,,2,,Namur,,,,Good,,2,"Living area (residential, urban or rural)",,146m²square meters,51m²square meters,,Hyper equipped,,3,15m²square meters,15m²square meters,15m²square meters,1,,2,,,,,No,203m²square meters,,Connected,Yes,,,,,,247 kWh/m²kilowatt hour per square meters,C,20190114010081,Not specified,43370 kWh/year,,Gas,,,,No,No,Non flood zone,Mixed living area (accommodation &amp; economic activities),"€ 299,000299000 €",€ 745745 €,No,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,2,,,No,,17m²square meters,Yes,,,,,,,,,30m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9973949,9973949,house,villa,299000,forsale,5537,m,installed,1969,asnew,fueloil,565,4,905,,true,,,,,1,5,,Namur,After signing the deed,,1969,As new,,4,Countryside,,,24m²square meters,,Installed,17m²square meters,4,14m²square meters,14m²square meters,16m²square meters,1,,2,,,,,,905m²square meters,,Not connected,Yes,,Yes,,Yes,,565 kWh/m²kilowatt hour per square meters,G,Not specified,140 kg CO₂/m²,99653 kWh/year,,Fuel oil,Yes,,,,,,,"€ 299,000299000 €",€ 927927 €,No,"17, Route de Bastogne 6970- Tenneville",,,Namur,5,,South,,1,,,Dimitri Mahaux,Yes,,,,,16m²square meters,,28m²square meters,,,,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975015,9975015,house,house,295000,forsale,5590,m,installed,,asnew,,195,3,542,,true,542,,,,1,,,Namur,,,,As new,,2,,Link to the virtual visit,195m²square meters,30m²square meters,,Installed,,3,,,,1,,2,,,Yes,,No,542m²square meters,,Connected,Yes,,,,,,195 kWh/m²kilowatt hour per square meters,C,20220407014904,Not specified,41059 kWh/year,,,Yes,,,,,,,"€ 295,000295000 €",€ 571571 €,No,Avenue du Gouverneur Bovesse 1 5100- Jambes,,LEIGNONPLCOMMUNALE,Namur,,542m²square meters,,,1,,,,,,41059,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095522,10095522,house,apartmentblock,335000,forsale,5100,m,semiequipped,,good,,422,5,385,,true,385,true,,,,,,Namur,,,,Good,,3,,,250m²square meters,,,Semi equipped,,5,,,,3,,4,,,Yes,,No,385m²square meters,,Connected,Yes,,,,,,422 kWh/m²kilowatt hour per square meters,E,20220903007787,Not specified,19196 kWh/year,,,Yes,,,,,,,"€ 335,000335000 €","€ 1,2711271 €",Yes,Avenue du Gouverneur Bovesse 1 5100- Jambes,,1JAMBESDAVE256,Namur,,385m²square meters,,,,50m²square meters,,,,,19196,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,
10093705,10093705,house,house,335000,forsale,5100,m,semiequipped,,good,,422,5,385,,true,385,true,,,,,,Namur,,,,Good,,3,,,250m²square meters,,,Semi equipped,,5,,,,3,,4,,,Yes,,No,385m²square meters,,Connected,Yes,,,,,,422 kWh/m²kilowatt hour per square meters,E,20220903007787,Not specified,19196 kWh/year,,,Yes,,,,,,,"€ 335,000335000 €","€ 1,2711271 €",No,Avenue du Gouverneur Bovesse 1 5100- Jambes,,JAMBESDAVE256,Namur,,385m²square meters,,,,50m²square meters,,,,,19196,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,
10024223,10024223,house,house,339000,forsale,5621,m,installed,,good,fueloil,405,4,1080,,true,,,,,2,2,,Namur,After signing the deed,,,Good,,4,,,206m²square meters,,,Installed,,4,,,,2,,2,,,Yes,,No,1080m²square meters,,,Yes,,,,,,405 kWh/m²kilowatt hour per square meters,E,20220715014843,Not specified,83489 kWh/year,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 339,000Make an offer starting from339000 €",€ 909909 €,No,Rue de France 37 5600- Philippeville,http://www.passionimmobiliere.be,827 - 1796,Namur,2,,,,2,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127218,10127218,house,house,319000,forsale,5020,m,notinstalled,1931,torenovate,,636,4,1568,true,true,,true,true,,1,1,,Namur,After signing the deed,,1931,To renovate,,4,,Link to the virtual visit,175m²square meters,22m²square meters,Yes,Not installed,16m²square meters,4,16m²square meters,16m²square meters,7m²square meters,1,,1,7m²square meters,Yes,Yes,Yes,,1568m²square meters,,Connected,No,No,No,,Yes,,636 kWh/m²kilowatt hour per square meters,G,20220919013857,159 kg CO₂/m²,152988 kWh/year,,,Yes,,,,,Non flood zone,,"€ 319,000319000 €","€ 1,0701070 €",No,Rue de Skeuvre 3 5360- Hamois,http://www.lacledesmaisons.be,4928340,Namur,1,,,,1,,Yes,,,Yes,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865582,9865582,house,villa,395000,forsale,5020,m,installed,1938,good,fueloil,370,7,1375,true,true,,,true,,1,,,Namur,After signing the deed,,1938,Good,,4,,,450m²square meters,19m²square meters,Yes,Installed,16m²square meters,7,21m²square meters,18m²square meters,21m²square meters,1,,2,13m²square meters,Yes,Yes,Yes,,1375m²square meters,,,,,,,,,370 kWh/m²kilowatt hour per square meters,E,20220414015406,Not specified,191381 kWh/year,,Fuel oil,,,,,,,,"€ 395,000395000 €","€ 1,0161016 €",No,"place d'Omalius, 1 5000- Namur",http://www.hutimo.be,4724153,Namur,,,,,1,,,,,,,,,13m²square meters,16m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019171,10019171,house,villa,375000,forsale,5340,m,installed,2018,asnew,,168,4,1556,,,,true,true,true,,4,,Namur,After signing the deed,,2018,As new,,4,"Living area (residential, urban or rural)",,155m²square meters,34m²square meters,,Installed,10m²square meters,4,15m²square meters,14m²square meters,14m²square meters,2,,1,6m²square meters,Yes,,,No,1556m²square meters,,,,,,,,Yes,168 kWh/m²kilowatt hour per square meters,B,20220801025008,8 kg CO₂/m²,26016 kWh/year,,,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 375,000375000 €",,No,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,4,,South,No,,48m²square meters,Yes,,Yes,,,,,13m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
9975001,9975001,house,apartmentblock,395000,forsale,5000,m,installed,,good,,272,7,90,,true,,true,,,,,,Namur,,,,Good,,2,,,275m²square meters,,,Installed,,7,,,,,3,4,,,Yes,,No,90m²square meters,,Connected,Yes,,,,,,272 kWh/m²kilowatt hour per square meters,D,20150630018967,Not specified,61059 kWh/year,,,Yes,,,,,,,"€ 395,000395000 €","€ 2,1712171 €",Yes,Avenue du Gouverneur Bovesse 1 5100- Jambes,,2NAMURGALLIOT12,Namur,,,,,,15m²square meters,,,,,61059,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044376,10044376,house,house,225000,forsale,5370,m,,,torenovate,fueloil,348,4,650,true,true,500,true,true,,,,,Namur,After signing the deed,,,To renovate,15 m,2,,,350m²square meters,32m²square meters,Yes,,30m²square meters,4,25m²square meters,15m²square meters,10m²square meters,2,,2,6m²square meters,Yes,,,,650m²square meters,,Connected,No,,,,,,348 kWh/m²kilowatt hour per square meters,E,20220617006960,87 kg CO₂/m²,78595 kWh/year,,Fuel oil,Yes,,,,,,,"€ 225,000225000 €",,No,,,,Namur,,500m²square meters,,,,40m²square meters,,,,,,,35m²square meters,12m²square meters,,100m²square meters,,,,,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10143995,10143995,house,house,265000,forsale,5000,m,installed,,good,gas,194,4,304,,true,,,,,1,,,Namur,After signing the deed,,,Good,,2,,,178m²square meters,,Yes,Installed,9m²square meters,4,9m²square meters,17m²square meters,28m²square meters,1,,,,,Yes,,,304m²square meters,,Connected,,,,,,,194 kWh/m²kilowatt hour per square meters,C,201902020001595,Not specified,42088 kWh/year,,Gas,,,Yes,,No,,"Living area (residential, urban or rural)","€ 265,000265000 €","€ 1,6651665 €",No,"Chaussée de Louvain, 489 5004- NAMUR",,,Namur,,,,,1,,,Gaelle LEMAIRE,,,,,,23m²square meters,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161885,10161885,house,house,285000,forsale,5300,m,semiequipped,,,fueloil,668,3,824,,true,,,true,,,1,,Namur,After signing the deed,,,,5 m,4,Countryside,,258m²square meters,,,Semi equipped,,3,,,,1,,,,Yes,Yes,,,824m²square meters,19 mmeters,Connected,Yes,,,,Yes,,668 kWh/m²kilowatt hour per square meters,G,20220924004470,Not specified,Not specified,,Fuel oil,Yes,,,,,,"Living area (residential, urban or rural)","€ 285,000285000 €",€ 661661 €,,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Namur,1,,South West,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122697,10122697,house,exceptionalproperty,1400000,forsale,5330,m,hyperequipped,2012,asnew,,88,4,22600,true,true,,true,true,,5,4,,Namur,After signing the deed,,2012,As new,,4,,Link to the virtual visit,600m²square meters,95m²square meters,,Hyper equipped,15m²square meters,4,95m²square meters,55m²square meters,378m²square meters,3,,3,20m²square meters,Yes,Yes,Yes,No,22600m²square meters,,,No,No,Yes,Yes,,,88 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,62534 kWh/year,,,Yes,,,,,,,"€ 1,400,0001400000 €",,No,Rue Emile Feron 153 1060- Saint-Gilles,http://www.binet.kwbelgium.com,4932287,Namur,4,,,,5,,,,,Yes,,,,15m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
10098351,10098351,house,house,145000,forsale,5370,m,notinstalled,,torenovate,,,1,1150,,,1200,,,,,1,,Namur,After signing the deed,,,To renovate,,3,,,,,,Not installed,,1,,,,,,,,,,,No,1150m²square meters,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,,,,,,,"Make an offer starting from€ 145,000Make an offer starting from145000 €",,No,Place des Tilleuls 3 5300- Andenne,http://www.stephanegillet.be,5030 - 19748,Namur,1,1200m²square meters,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053187,10053187,house,house,40000,forsale,5600,m,semiequipped,,good,,334,2,2264,,,,,,,2,,,Namur,After signing the deed,,,Good,,,,,66m²square meters,,,Semi equipped,,2,,,,,1,1,,,,,No,2264m²square meters,,,Yes,,,,,,334 kWh/m²kilowatt hour per square meters,D,20180218014589,Not specified,22093 kWh/year,No,,Yes,,,,,,,,€ 307307 €,No,Rue de France 37 5600- Philippeville,http://www.passionimmobiliere.be,838 - 1783,Namur,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€ 40,00040000€","€ 40,00040000€",€ 400400€,No,No,No,1,,,,,,,,,,,,,,,
9996908,9996908,house,house,139000,forsale,5660,m,semiequipped,,good,fueloil,252,3,0,,true,,true,,,,,,Namur,,,,Good,,,,,162m²square meters,50m²square meters,,Semi equipped,13m²square meters,3,30m²square meters,20m²square meters,10m²square meters,2,,2,,,Yes,,No,,,,Yes,,,,,,252 kWh/m²kilowatt hour per square meters,C,20190920005001,62 kg CO₂/m²,24851 kWh/year,No,Fuel oil,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 139,000Make an offer starting from139000 €",€ 475475 €,No,Faubourg Saint Germain 28 5660- Couvin,http://www.immoleseauxvives.be,2953 - V559,Namur,,,,,,30m²square meters,,BOURTEMBOURG SOPHIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098350,10098350,house,countrycottage,145000,forsale,5370,m,notinstalled,,torenovate,,,1,1150,,,1200,,,,,1,,Namur,After signing the deed,,,To renovate,,3,,,,,,Not installed,,1,,,,,,,,,,,No,1150m²square meters,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,,,,,,,"Make an offer starting from€ 145,000Make an offer starting from145000 €",,No,Place des Tilleuls 3 5300- Andenne,http://www.stephanegillet.be,5029 - 19748,Namur,1,1200m²square meters,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997421,9997421,house,house,160000,forsale,5190,m,semiequipped,,torenovate,pellet,402,3,505,,,505,true,,,,,,Namur,After signing the deed,August 1 2022 - 12:00 AM,,To renovate,,4,,,151m²square meters,,,Semi equipped,,3,,,,1,1,,,,,,No,505m²square meters,,,,,,,,,402 kWh/m²kilowatt hour per square meters,E,2022053009700,402 kg CO₂/m²,402 kWh/year,,Pellet,,,,,,,,"Make an offer starting from€ 160,000Make an offer starting from160000 €",,No,Rue de Ciney 168 5350- Ohey,,4737577,Namur,,505m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951165,9951165,house,house,179000,forsale,5170,m,notinstalled,,torenovate,fueloil,530,2,1013,,true,,,,,1,2,,Namur,After signing the deed,,,To renovate,,4,,,150m²square meters,,Yes,Not installed,14m²square meters,2,16m²square meters,9m²square meters,9m²square meters,1,,,,,Yes,,No,1013m²square meters,,,,,,,,,530 kWh/m²kilowatt hour per square meters,G,20220526005801,131 kg CO₂/m²,76761 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 179,000179000 €",€ 721721 €,No,Chaussée de Marche 398 5100- Namur,http://www.lesviviers.be/,9498 - 355001,Namur,2,,South West,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134355,10134355,house,house,235000,forsale,5080,m,semiequipped,1984,asnew,fueloil,,3,462,true,,,true,,,1,2,,Namur,,,1984,As new,,3,,,120m²square meters,,,Semi equipped,,3,,,,1,,2,,No,,Yes,No,462m²square meters,,,,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 235,000235000 €","€ 1,0261026 €",No,Chaussée de Waterloo 401 5002- Namur,,12857,Namur,2,,,"Yes, conform",1,,,,,Yes,,,,,,,,No,,,,,,No,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019102,10019102,house,house,249000,forsale,5380,m,,,asnew,gas,167,2,894,,true,,,true,,2,4,,Namur,Depending on the tenant,,,As new,,4,Countryside,,171m²square meters,26m²square meters,,,12m²square meters,2,13m²square meters,4m²square meters,,1,,,4m²square meters,Yes,,,,894m²square meters,50 mmeters,,Yes,,,,,,167 kWh/m²kilowatt hour per square meters,B,20220714013643,Not specified,28568 kWh/year,,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 320320 €,Yes,Rue de Branchon 94 5380- Fernelmont,,,Namur,4,,,,2,,,,,,,,,,,8m²square meters,,,,1,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,100,,,,
10038970,10038970,house,house,249000,forsale,5000,m,,,asnew,gas,189,4,754,,,,true,,,1,4,,Namur,After signing the deed,,,As new,,3,"Living area (residential, urban or rural)",,210m²square meters,34m²square meters,,,18m²square meters,4,16m²square meters,16m²square meters,14m²square meters,1,,,,,,,,754m²square meters,,Connected,Yes,,,,,,189 kWh/m²kilowatt hour per square meters,C,20220729003958,Not specified,39848 kWh/year,,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 952952 €,,Rue de Branchon 94 5380- Fernelmont,,,Namur,4,,South,,1,40m²square meters,,,Yes,,,,,11m²square meters,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
10015949,10015949,house,house,285000,forsale,5002,m,installed,1950,,gas,329,3,790,true,true,,true,,,,,,Namur,,,1950,,6 m,,"Living area (residential, urban or rural)",,167m²square meters,,,Installed,,3,,,,1,,2,,No,Yes,Yes,No,790m²square meters,12 mmeters,,,No,No,No,Yes,No,329 kWh/m²kilowatt hour per square meters,D,20220502029194,60 kg CO₂/m²,54805 kWh/year,,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",€ 684684 €,No,Chaussée de Waterloo 401 5002- Namur,,12855,Namur,,,,No,,,,,,Yes,,,,,,,,No,,,,Yes,,No,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167098,10167098,house,house,265500,forsale,5350,m,notinstalled,,,gas,,3,1179,,true,,,,,1,,1,Namur,,,,,,4,Countryside,,180m²square meters,,Yes,Not installed,,3,,,,,1,2,,,Yes,,No,1179m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 265,500265500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Namur,,,,,1,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082205,10082205,house,house,380000,forsale,5670,m,,,torenovate,fueloil,404,6,3245,,true,,,,,4,,,Namur,After signing the deed,,,To renovate,,4,,,500m²square meters,,,,,6,,,,,,,,,Yes,,No,3245m²square meters,,,,,,,,,404 kWh/m²kilowatt hour per square meters,E,20220823013441,101 kg CO₂/m²,182274 kWh/year,No,Fuel oil,,,,,,,,"€ 380,000380000 €","€ 1,1101110 €",No,Chaussée de Marche 398 5100- Namur,http://www.lesviviers.be/,9697 - 355035,Namur,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026763,10026763,house,house,345000,forsale,5001,m,,2022,,,65,4,700,,,,true,,,2,1,1,Namur,After signing the deed,,2022,,,2,,,188m²square meters,47m²square meters,,,,4,29m²square meters,14m²square meters,13m²square meters,1,1,2,,,,,No,700m²square meters,,,,,,,,,65 kWh/m²kilowatt hour per square meters,A,RWPEB-103877,Not specified,Not specified,No,,,,,,,,,"€ 345,000345000 €",,No,Ch. de Louvain 424 5000- Namur,,42875 - 19553,Namur,1,,,,2,,,,,Yes,,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051748,10051748,house,chalet,210000,forsale,5377,m,installed,1969,good,gas,202,2,0,,,,,,,,,,Namur,After signing the deed,,1969,Good,,4,,,160m²square meters,,Yes,Installed,,2,16m²square meters,14m²square meters,,1,,,,,,,,,,,,,,,,,202 kWh/m²kilowatt hour per square meters,C,20160310015457,Not specified,24961 kWh/year,,Gas,Yes,,No,No,No,,"Living area (residential, urban or rural)","€ 210,000210000 €",€ 662662 €,No,"Rue Fond-des-Vaulx, 10 6920- WELLIN",,,Namur,,,,,,,Yes,Sabrina MATHIEU,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9644004,9644004,house,house,455000,forsale,5100,m,hyperequipped,2021,asnew,,,4,981,true,true,,true,,,2,2,,Namur,Immediately,,2021,As new,,4,"Living area (residential, urban or rural)",,170m²square meters,23m²square meters,Yes,Hyper equipped,,4,12m²square meters,12m²square meters,13m²square meters,,2,3,,,,Yes,No,981m²square meters,,,,,,,,,Not specified,Not specified,RWPEB-098933,Not specified,Not specified,,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 455,000455000 €",,,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,2,,South,No,2,,Yes,,Yes,Yes,,,,12m²square meters,,62m²square meters,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
10167121,10167121,house,house,295500,forsale,5340,m,notinstalled,,,gas,,3,1018,,,,,,,1,,1,Namur,,,,,,3,Countryside,,165m²square meters,,Yes,Not installed,,3,,,,,1,2,,,,,No,1018m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 295,500295500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Namur,,,,,1,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167045,10167045,house,house,299500,forsale,5650,m,notinstalled,,,gas,,3,1040,,true,,,,,1,,1,Namur,,,,,,4,Countryside,,230m²square meters,,Yes,Not installed,,3,,,,,1,2,,,Yes,,No,1040m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 299,500299500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Namur,,,,,1,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167086,10167086,house,house,300500,forsale,5590,m,notinstalled,,,gas,,3,1018,,,,,true,,,2,1,Namur,,,,,,4,Countryside,,150m²square meters,,Yes,Not installed,,3,,,,1,,2,,Yes,,,No,1018m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 300,500300500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Namur,2,,South East,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167025,10167025,house,house,306500,forsale,5330,m,notinstalled,,,gas,,3,1001,,,,,,,,2,1,Namur,,,,,,4,Countryside,,120m²square meters,,Yes,Not installed,,3,,,,,1,2,,,,,No,1001m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 306,500306500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Namur,2,,South,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152571,10152571,house,house,275000,forsale,5000,m,installed,1980,asnew,gas,188,3,160,true,,,true,true,,,2,,Namur,Depending on the tenant,,1980,As new,,2,,,134m²square meters,27m²square meters,,Installed,7m²square meters,3,14m²square meters,10m²square meters,23m²square meters,1,,2,7m²square meters,Yes,,Yes,,160m²square meters,,,Yes,,,,,,188 kWh/m²kilowatt hour per square meters,C,20191126011103,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 275,000275000 €",€ 790790 €,,Rue de l'Aurzie 45020- Flawinne,,,Namur,2,,,,,18m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034620,10034620,house,chalet,84000,forsale,5530,m,installed,,good,pellet,445,2,200,,,,true,,,,2,,Namur,After signing the deed,,,Good,,4,"Living area (residential, urban or rural)",,56m²square meters,,,Installed,,2,,,,1,,1,,,,,,200m²square meters,,,,,,,Yes,,445 kWh/m²kilowatt hour per square meters,F,20220616022734,Not specified,Not specified,,Pellet,Yes,,,,,,"Living area (residential, urban or rural)","€ 84,00084000 €",€ 205205 €,No,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Namur,2,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 3131 €,,,,,,
9973802,9973802,house,villa,469000,forsale,5170,m,installed,1994,good,fueloil,231,5,0,true,,,,,true,,,,Namur,Depending on the tenant,,1994,Good,,4,,,245m²square meters,65m²square meters,,Installed,,5,23m²square meters,18m²square meters,14m²square meters,1,,,,No,,Yes,No,,,Connected,Yes,No,No,No,Yes,Yes,231 kWh/m²kilowatt hour per square meters,C,20220614003712,57 kg CO₂/m²,56642 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 469,000469000 €",,No,"Chaussée de Namur , 54 Bt 4 5537- Annevoie",http://www.vmimmobilier.be,7158613,Namur,,,,No,,,,Véronique MEYFROIDT,,,,,,13m²square meters,12m²square meters,,,No,,1,No,Yes,,No,No,No,No,Yes,No,,No,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
